ticket_id,issue_area,issue_category,issue_sub_category,customer_sentiment,issue_complexity,product_category,product_sub_category,priority
4959,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Appliances,Water Purifier,urgent
4960,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Appliances,Oven Toaster Grills (OTG),low
4961,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Appliances,Oven Toaster Grills (OTG),medium
4962,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Appliances,Oven Toaster Grills (OTG),medium
4963,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Appliances,Oven Toaster Grills (OTG),medium
4964,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Appliances,Oven Toaster Grills (OTG),high
4965,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Appliances,Oven Toaster Grills (OTG),high
4966,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Appliances,Oven Toaster Grills (OTG),high
4967,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Appliances,Oven Toaster Grills (OTG),high
4968,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Appliances,Oven Toaster Grills (OTG),urgent
4969,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Men/Women/Kids,T-Shirt,low
4970,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Men/Women/Kids,T-Shirt,medium
4971,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Men/Women/Kids,T-Shirt,medium
4972,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Men/Women/Kids,T-Shirt,medium
4973,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Men/Women/Kids,T-Shirt,high
4974,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Men/Women/Kids,T-Shirt,high
4975,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Men/Women/Kids,T-Shirt,high
4976,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Men/Women/Kids,T-Shirt,high
4977,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Men/Women/Kids,T-Shirt,urgent
4978,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Men/Women/Kids,Jeans,low
4979,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Men/Women/Kids,Jeans,high
4980,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Men/Women/Kids,Jeans,medium
4981,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Men/Women/Kids,Jeans,medium
4982,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Men/Women/Kids,Jeans,high
4983,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Men/Women/Kids,Jeans,high
4984,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Men/Women/Kids,Jeans,high
4985,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Men/Women/Kids,Jeans,high
4986,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Men/Women/Kids,Jeans,urgent
4987,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,less,Men/Women/Kids,Shoes,low
4988,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,medium,Men/Women/Kids,Shoes,medium
4989,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,neutral,high,Men/Women/Kids,Shoes,medium
4990,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,less,Men/Women/Kids,Shoes,medium
4991,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,medium,Men/Women/Kids,Shoes,high
4992,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,negative,high,Men/Women/Kids,Shoes,high
4993,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,less,Men/Women/Kids,Shoes,high
4994,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,medium,Men/Women/Kids,Shoes,high
4995,Login and Account,Mobile Number and Email Verification,Verification requirement for mobile number or email address during login,frustrated,high,Men/Women/Kids,Shoes,urgent
